001_orig.npy|Buka kunci pintu depan
001_flip.npy|Buka kunci pintu depan
001_bright.npy|Buka kunci pintu depan
001_dark.npy|Buka kunci pintu depan
001_zoom_out.npy|Buka kunci pintu depan
001_noise.npy|Buka kunci pintu depan
002_orig.npy|Nyalakan lampu kamar mandi
002_flip.npy|Nyalakan lampu kamar mandi
002_bright.npy|Nyalakan lampu kamar mandi
002_dark.npy|Nyalakan lampu kamar mandi
002_zoom_out.npy|Nyalakan lampu kamar mandi
002_noise.npy|Nyalakan lampu kamar mandi
003_orig.npy|Matikan televisi sekarang
003_flip.npy|Matikan televisi sekarang
003_bright.npy|Matikan televisi sekarang
003_dark.npy|Matikan televisi sekarang
003_zoom_out.npy|Matikan televisi sekarang
003_noise.npy|Matikan televisi sekarang
004_orig.npy|Putar musik favorit saya
004_flip.npy|Putar musik favorit saya
004_bright.npy|Putar musik favorit saya
004_dark.npy|Putar musik favorit saya
004_zoom_out.npy|Putar musik favorit saya
004_noise.npy|Putar musik favorit saya
005_orig.npy|Berapa suhu udara hari ini
005_flip.npy|Berapa suhu udara hari ini
005_bright.npy|Berapa suhu udara hari ini
005_dark.npy|Berapa suhu udara hari ini
005_zoom_out.npy|Berapa suhu udara hari ini
005_noise.npy|Berapa suhu udara hari ini
006_orig.npy|Pasang alarm jam lima pagi
006_flip.npy|Pasang alarm jam lima pagi
006_bright.npy|Pasang alarm jam lima pagi
006_dark.npy|Pasang alarm jam lima pagi
006_zoom_out.npy|Pasang alarm jam lima pagi
006_noise.npy|Pasang alarm jam lima pagi
007_orig.npy|Telepon ibu sekarang juga
007_flip.npy|Telepon ibu sekarang juga
007_bright.npy|Telepon ibu sekarang juga
007_dark.npy|Telepon ibu sekarang juga
007_zoom_out.npy|Telepon ibu sekarang juga
007_noise.npy|Telepon ibu sekarang juga
008_orig.npy|Kirim pesan ke grup kantor
008_flip.npy|Kirim pesan ke grup kantor
008_bright.npy|Kirim pesan ke grup kantor
008_dark.npy|Kirim pesan ke grup kantor
008_zoom_out.npy|Kirim pesan ke grup kantor
008_noise.npy|Kirim pesan ke grup kantor
009_orig.npy|Tunjukkan jalan ke rumah sakit
009_flip.npy|Tunjukkan jalan ke rumah sakit
009_bright.npy|Tunjukkan jalan ke rumah sakit
009_dark.npy|Tunjukkan jalan ke rumah sakit
009_zoom_out.npy|Tunjukkan jalan ke rumah sakit
009_noise.npy|Tunjukkan jalan ke rumah sakit
010_orig.npy|Cari restoran padang terdekat
010_flip.npy|Cari restoran padang terdekat
010_bright.npy|Cari restoran padang terdekat
010_dark.npy|Cari restoran padang terdekat
010_zoom_out.npy|Cari restoran padang terdekat
010_noise.npy|Cari restoran padang terdekat
011_orig.npy|Berhenti memutar video ini
011_flip.npy|Berhenti memutar video ini
011_bright.npy|Berhenti memutar video ini
011_dark.npy|Berhenti memutar video ini
011_zoom_out.npy|Berhenti memutar video ini
011_noise.npy|Berhenti memutar video ini
012_orig.npy|Naikkan volume suara sedikit
012_flip.npy|Naikkan volume suara sedikit
012_bright.npy|Naikkan volume suara sedikit
012_dark.npy|Naikkan volume suara sedikit
012_zoom_out.npy|Naikkan volume suara sedikit
012_noise.npy|Naikkan volume suara sedikit
013_orig.npy|Turunkan kecerahan layar hp
013_flip.npy|Turunkan kecerahan layar hp
013_bright.npy|Turunkan kecerahan layar hp
013_dark.npy|Turunkan kecerahan layar hp
013_zoom_out.npy|Turunkan kecerahan layar hp
013_noise.npy|Turunkan kecerahan layar hp
014_orig.npy|Tangkap layar halaman ini
014_flip.npy|Tangkap layar halaman ini
014_bright.npy|Tangkap layar halaman ini
014_dark.npy|Tangkap layar halaman ini
014_zoom_out.npy|Tangkap layar halaman ini
014_noise.npy|Tangkap layar halaman ini
015_orig.npy|Buka aplikasi kamera depan
015_flip.npy|Buka aplikasi kamera depan
015_bright.npy|Buka aplikasi kamera depan
015_dark.npy|Buka aplikasi kamera depan
015_zoom_out.npy|Buka aplikasi kamera depan
015_noise.npy|Buka aplikasi kamera depan
016_orig.npy|Geser ke slide berikutnya
016_flip.npy|Geser ke slide berikutnya
016_bright.npy|Geser ke slide berikutnya
016_dark.npy|Geser ke slide berikutnya
016_zoom_out.npy|Geser ke slide berikutnya
016_noise.npy|Geser ke slide berikutnya
