001.mp4|Buka kunci pintu depan
002.mp4|Nyalakan lampu kamar mandi
003.mp4|Matikan televisi sekarang
004.mp4|Putar musik favorit saya
005.mp4|Berapa suhu udara hari ini
006.mp4|Pasang alarm jam lima pagi
007.mp4|Telepon ibu sekarang juga
008.mp4|Kirim pesan ke grup kantor
009.mp4|Tunjukkan jalan ke rumah sakit
010.mp4|Cari restoran padang terdekat
011.mp4|Berhenti memutar video ini
012.mp4|Naikkan volume suara sedikit
013.mp4|Turunkan kecerahan layar hp
014.mp4|Tangkap layar halaman ini
015.mp4|Buka aplikasi kamera depan
016.mp4|Geser ke slide berikutnya
017.mp4|Kembali ke halaman utama
018.mp4|Simpan dokumen ini segera
019.mp4|Hapus file yang tidak perlu
020.mp4|Aktifkan mode pesawat sekarang
021.mp4|Satu dua tiga empat lima
022.mp4|Enam tujuh delapan sembilan sepuluh
023.mp4|Saya lahir tahun sembilan puluhan
024.mp4|Harganya lima puluh ribu rupiah
025.mp4|Kita bertemu jam tujuh malam
026.mp4|Nomor antrian kamu adalah dua belas
027.mp4|Masukkan kode verifikasi empat digit
028.mp4|Tinggal sepuluh detik lagi
029.mp4|Ulang tahun saya tanggal tiga maret
030.mp4|Jaraknya sekitar dua ratus meter
031.mp4|Berat badan saya enam puluh kilo
032.mp4|Sudah jam dua belas siang lewat
033.mp4|Saya butuh tiga lembar kertas
034.mp4|Nomor teleponnya acak sekali
035.mp4|Tolong beli dua botol air
036.mp4|Kuku kaki kakek kaku kaku
037.mp4|Ular melingkar di pagar bundar
038.mp4|Buaya membawa bungkusan baru
039.mp4|Papa pulang bawa pepaya pipih
040.mp4|Toko itu tutup tujuh tahun
041.mp4|Saya suka sate sapi surabaya
042.mp4|Cicak cicak di dinding diam
043.mp4|Bebek beku bapak bibi bau
044.mp4|Rara lari lurus lalu lupa
045.mp4|Fifi foto vas bunga ungu
046.mp4|Mama makan mangga manis malam malam
047.mp4|Gigi gusi gigi gusi geraham
048.mp4|Hewan harimau harus hidup di hutan
049.mp4|Nanya nyonya nyanyi nyaring nian
050.mp4|Jauh jalan jangankan jatuh
051.mp4|Halo apa kabar kamu hari ini
052.mp4|Saya sedang mengerjakan tugas akhir
053.mp4|Tolong ambilkan minum di meja
054.mp4|Cuaca hari ini sangat panas ya
055.mp4|Jangan lupa makan siang nanti
056.mp4|Saya merasa sangat lelah sekali
057.mp4|Kapan kita bisa pergi liburan
058.mp4|Buku ini sangat bagus isinya
059.mp4|Saya tidak mengerti maksud kamu
060.mp4|Coba jelaskan sekali lagi pelan pelan
061.mp4|Terima kasih banyak atas bantuannya
062.mp4|Maaf saya datang terlambat tadi
063.mp4|Hati hati di jalan pulang ya
064.mp4|Selamat pagi semuanya semoga sukses
065.mp4|Sampai jumpa besok di kampus
066.mp4|Apakah kamu sudah mengerjakan pr
067.mp4|Saya ingin minum kopi dingin
068.mp4|Baju warna biru itu bagus
069.mp4|Jangan buang sampah sembarangan dong
070.mp4|Kita harus menjaga kesehatan tubuh
071.mp4|Saya belum pernah ke sana sebelumnya
072.mp4|Mungkin nanti sore hujan turun
073.mp4|Tolong tutup pintunya pelan pelan
074.mp4|Saya setuju dengan pendapat kamu
075.mp4|Itu ide yang sangat cemerlang
076.mp4|Kenapa kamu diam saja dari tadi
077.mp4|Siapa yang mengambil kue saya
078.mp4|Di mana kamu simpan kunci motor
079.mp4|Bagaimana cara masak nasi goreng
080.mp4|Saya senang bertemu dengan kamu
081.mp4|Perkembangan teknologi kecerdasan buatan sangat pesat
082.mp4|Pemerintah mengumumkan libur nasional besok lusa
083.mp4|Mahasiswa sedang melakukan penelitian di laboratorium
084.mp4|Kucing itu tidur pulas di atas sofa empuk
